sent1,sent2,similarity,test-level
"1735 years from today will be 3760-4-27, and we can calculate this by adding 1735 to 2025, resulting in 3760 for the year 1735 years from now.",1735 years from today is 3760-4-27.,1,l
886 years from today will be 2920-2-2.,"886 years from today will be 2920-2-2, and we can calculate this by adding 886 to 2034, resulting in 2920 for the year 886 years from now.",1,l
920 years from today is 2927-5-24.,920 years from today will be 2927-5-24.,1,l
1210 years from today is 3230-6-14.,1210 years from today is 3230-6-14.,1,l
73 years from today is 2075-12-21.,73 years from today will be 2075-12-21.,1,l
"463 years from today will be 2483-12-23, and we can calculate this by adding 463 to 2020, resulting in 2483 for the year 463 years from now.",463 years from today is 2483-12-23.,1,l
1910 years from today is 3947-3-7.,"1910 years from today will be 3947-3-7, and we can calculate this by adding 1910 to 2037, resulting in 3947 for the year 1910 years from now.",1,l
1415 years from today is 3453-6-21.,1415 years from today is 3453-6-21.,1,l
"Assuming today is 2011-4-4, 763 years from today will be 2774-4-4.","Assuming today is 2011-4-4, then 763 years from today should be 2774-4-4.",1,l
"If today is 2013-9-26, then 118 years from today will be 2131-9-26.","If today is 2013-9-26, then 118 years from today will be 2131-9-26.",1,l
"Assuming today is 2027-10-7, then 1066 years from today should be 3093-10-7.","Assuming today is 2027-10-7, 1066 years from today will be 3093-10-7.",1,l
"Assuming today is 2020-12-23, 214 years from today will be 2234-12-23.","Assuming today is 2020-12-23, 214 years from today will be 2234-12-23.",1,l
"If today is 2021-7-21, then 1114 years from today will be 3135-7-21.","If today is 2021-7-21, then 1114 years from today will be 3135-7-21.",1,l
"Assuming today is 2020-9-13, 103 years from today will be 2123-9-13.","Assuming today is 2020-9-13, 103 years from today will be 2123-9-13.",1,l
"Assuming today is 2045-6-18, then 55 years from today should be 2100-6-18.","If today is 2045-6-18, then 55 years from today will be 2090-6-18.",0,l
"Assuming today is 2016-3-23, then 248 years from today should be 2264-3-23.","Assuming today is 2016-3-23, 248 years from today will be 2264-3-23.",1,l
"If today is 2033-2-8, then 1015 years from today will be 3048-2-8.","Assuming today is 2033-2-8, then 1015 years from today should be 3048-2-8.",1,l
"Assuming today is 2013-10-5, 1985 years from today will be 3998-10-5.","If today is 2013-10-5, then 1985 years from today will be 3998-10-5.",1,l
"The date the day before yesterday was June 6th, 2018.","The date the day before yesterday was June 6th, 2018.",1,s
Yesterday was Sunday.,Yesterday was Sunday.,1,s
"The date the day before yesterday was July 31th, 2040.","The date the day before yesterday was July 31th, 2040.",1,s
"The date the day before yesterday was July 1st, 2023.","The date the day before yesterday was July 1st, 2023.",1,s
"The date the day after tomorrow will be May 17, 2005.","The date the day after tomorrow will be May 17, 2005.",1,s
Today is Monday.,Today is Monday.,1,s
"The date the day after tomorrow will be December 11th, 2040.","The date the day after tomorrow will be December 11th, 2040.",1,s
"The date the day before yesterday was November 1, 2046.","The date the day before yesterday was November 1, 2046.",1,s
"The date the day after tomorrow will be October 26th, 2022.","The date the day after tomorrow will be October 26th, 2022.",1,s
Today is Tuesday.,Today is Tuesday.,1,s
Today is Monday.,Today is Monday.,1,s
The day before yesterday was Wednesday.,The day before yesterday was Wednesday.,1,s
"Three days ago was January 2, 2039.","Three days ago was January 2, 2007.",1,s
"Three days ago was March 4th, 2033.","Three days ago was March 4th, 2033.",1,s
Today is Thursday.,Today is Thursday.,1,s
Yesterday was Saturday.,Yesterday was Saturday.,1,s
"Yesterday was November 8th, 2016.","Yesterday was November 8th, 2016.",1,s
The day before yesterday was Friday.,The day before yesterday was Friday.,1,s
Today is Saturday.,Today is Saturday.,1,s
"The date the day before yesterday was November 21st, 2023.","The date the day before yesterday was November 21st, 2023.",1,s
Today is Friday.,Today is Friday.,1,s
"No, the day before yesterday was Friday, July 9th, 2011.","No, the day before yesterday was Friday, July 9th, 2011.",1,s
"No, today is not a weekend. It's Wednesday.","No, today is not a weekend. It's Wednesday.",1,s
"No, the day before yesterday was Wednesday, August 2nd, 2023, which is not a weekend day.","No, the day before yesterday was Wednesday, August 2nd, 2023, which is not a weekend day.",1,s
Today is Friday.,Today is Friday.,1,s
"The date the day before yesterday was July 19th, 2017.","The date the day before yesterday was July 19th, 2017.",1,s
"Yesterday was January 22, 2043.","Yesterday was January 22, 2043.",1,s
"Three days ago was October 14th, 2019.","Three days ago was October 14th, 2019.",1,s
"Yesterday was November 18th, 2029.","Yesterday was November 18th, 2029.",1,s
Yesterday was Monday.,Yesterday was Monday.,1,s
"Three days ago was January 18th, 2023.","Three days ago was January 18th, 2023.",1,s
"Tomorrow's date is November 15th, 2025.","Tomorrow's date is November 15th, 2025.",1,s
"The time that comes 1 year and 10 months prior to Nov, 1689 is Jan, 1688.","The time that comes 1 year and 10 months prior to Nov, 1689 is Jan, 1688.",1,l
"The time 9 yearss earlier than Jun, 1126 is Jun, 1117.","The time 9 yearss earlier than Jun, 1126 is Jun, 1117.",1,l
"The time is Nov, 1529","The time is Nov, 1529",1,l
"If it’s Jan, 1380 now, in 5 years and 4 months, the time will be May, 1385.","If it’s Jan, 1380 now, in 5 years and 4 months, the time will be May, 1385.",1,l
"After 7 years from Mar, 2008, the time will be Mar, 2015.","After 7 years from Mar, 2008, the time will be Mar, 2015.",1,l
"At Jun, 1412 as the starting point, the subsequent time after 5 years and 10 months would be Apr, 1418.","At Jun, 1412 as the starting point, the subsequent time after 5 years and 10 months would be Apr, 1418.",1,l
"The time 7 yearss before Feb, 1749 was Feb, 1742.","The time 7 yearss before Feb, 1749 was Feb, 1742.",1,l
"The time that comes 10 years and 9 months prior to Sep, 2004 is Dec, 1993.","The time that comes 10 years and 9 months prior to Sep, 2004 is Dec, 1993.",1,l
"If it’s Dec, 1038 now, in 9 years and 8 months, the time will be Aug, 1048.","If it’s Dec, 1038 now, in 9 years and 8 months, the time will be Aug, 1048.",1,l
"The time 3 years and 12 months before Dec, 1950 was Dec, 1946.","The time 3 years and 12 months before Dec, 1950 was Dec, 1946.",1,l
"After 4 years and 5 months from Feb, 1741, the time will be Jul, 1745.","After 4 years and 5 months from Feb, 1741, the time will be Jul, 1745.",1,l
"Given that it’s May, 1781 right now, the time 3 years later will be May, 1784.","Given that it’s May, 1781 right now, the time 3 years later will be May, 1784.",1,l
"The time will be Dec, 1744 then.","The time will be Dec, 1744 then.",1,l
"The time that comes 3 years and 7 months prior to Mar, 1838 is Aug, 1834.","The time that comes 3 years and 7 months prior to Mar, 1838 is Aug, 1834.",1,l
"The time that comes 7 years and 8 months prior to Feb, 1803 is Jun, 1795.","The time that comes 7 years and 8 months prior to Feb, 1803 is Jun, 1795.",1,l
"Given that it’s Mar, 1353 right now, the time 9 years and 6 months later will be Sep, 1362.","Given that it’s Mar, 1353 right now, the time 9 years and 6 months later will be Sep, 1362.",1,l
"The time 2 years and 7 months before Apr, 1272 was Sep, 1269.","The time 2 years and 7 months before Apr, 1272 was Sep, 1269.",1,l
"The time will be Nov, 1907 then.","The time will be Nov, 1907 then.",1,l
"The time that comes 9 years and 12 months prior to Dec, 1791 is Dec, 1781.","The time that comes 9 years and 12 months prior to Dec, 1791 is Dec, 1781.",1,l
"At Jun, 1311 as the starting point, the subsequent time after 1 year and 11 month would be May, 1313.","At Jun, 1311 as the starting point, the subsequent time after 1 year and 11 month would be May, 1313.",1,l
"The time 3 years and 3 months earlier than Sep, 1073 is Jun, 1070.","The time 3 years and 3 months earlier than Sep, 1073 is Jun, 1070.",1,l
"The time that comes 2 years and 9 months prior to Jan, 1032 is Apr, 1029.","The time that comes 2 years and 9 months prior to Jan, 1032 is Apr, 1029.",1,l
"The time will be Jul, 1834 then.","The time will be Jul, 1834 then.",1,l
"The time 1 year and 12 months earlier than Feb, 1364 is Feb, 1362.","The time 1 year and 12 months earlier than Feb, 1364 is Feb, 1362.",1,l
"The time 1 year before Aug, 1150 was Aug, 1149.","The time 1 year before Aug, 1150 was Aug, 1149.",1,l
"The time that comes 4 years and 8 months prior to Mar, 1008 is Jul, 1003.","The time that comes 4 years and 8 months prior to Mar, 1008 is Jul, 1003.",1,l
"The time will be Feb, 1747 then.","The time will be Feb, 1747 then.",1,l
"The time 7 years and 7 months earlier than Feb, 1768 is Jul, 1760.","The time 7 years and 7 months earlier than Feb, 1768 is Jul, 1760.",1,l
"The time 4 years and 9 months before Jun, 1773 is Sep, 1768.","The time 4 years and 9 months before Jun, 1773 is Sep, 1768.",1,l
"The time that comes 3 years and 4 months prior to Sep, 1396 is May, 1393.","The time that comes 3 years and 4 months prior to Sep, 1396 is May, 1393.",1,l
"If it’s May, 1562 now, in 7 years and 1 month, the time will be Jun, 1569.","If it’s May, 1562 now, in 7 years and 1 month, the time will be Jun, 1569.",1,l
"The time will be Sep, 1228 then.","The time will be Sep, 1228 then.",1,l
"At Aug, 1353 as the starting point, the subsequent time after 8 years and 11 month would be Jul, 1362.","At Aug, 1353 as the starting point, the subsequent time after 8 years and 11 month would be Jul, 1362.",1,l
"The time is Feb, 1804","The time is Feb, 1804",1,l
"The time is Jan, 1391","The time is Jan, 1391",1,l
"The time 3 monthss before Nov, 1046 is Aug, 1046.","The time 3 monthss before Nov, 1046 is Aug, 1046.",1,l
"At Aug, 1636 as the starting point, the subsequent time after 6 years and 10 months would be Jun, 1643.","At Aug, 1636 as the starting point, the subsequent time after 6 years and 10 months would be Jun, 1643.",1,l
"The time will be Oct, 1878 then.","The time will be Oct, 1878 then.",1,l
"The time is Apr, 1096","The time is Apr, 1096",1,l
"The time 7 years and 1 month earlier than Dec, 1285 is Nov, 1278.","The time 7 years and 1 month earlier than Dec, 1285 is Nov, 1278.",1,l
"Given that it’s Apr, 1032 right now, the time 4 years and 4 months later will be Aug, 1036.","Given that it’s Apr, 1032 right now, the time 4 years and 4 months later will be Aug, 1036.",1,l
"If it’s Jun, 1646 now, in 3 years and 12 months, the time will be Jun, 1650.","If it’s Jun, 1646 now, in 3 years and 12 months, the time will be Jun, 1650.",1,l
"The time 10 years and 10 months earlier than May, 1104 is Jul, 1093.","The time 10 years and 10 months earlier than May, 1104 is Jul, 1093.",1,l
"Given that it’s Apr, 1653 right now, the time 4 years and 3 months later will be Jul, 1657.","Given that it’s Apr, 1653 right now, the time 4 years and 3 months later will be Jul, 1657.",1,l
"The time that comes 10 monthss prior to Nov, 1267 is Jan, 1267.","The time that comes 10 monthss prior to Nov, 1267 is Jan, 1267.",1,l
"The time 6 monthss before Nov, 1313 was May, 1313.","The time 6 monthss before Nov, 1313 was May, 1313.",1,l
"The time 6 years and 6 months earlier than May, 1409 is Nov, 1402.","The time 6 years and 6 months earlier than May, 1409 is Nov, 1402.",1,l
"At Jul, 1444 as the starting point, the subsequent time after 5 years and 4 months would be Nov, 1449.","At Jul, 1444 as the starting point, the subsequent time after 5 years and 4 months would be Nov, 1449.",1,l
"If it’s Oct, 1549 now, in 5 years and 5 months, the time will be Mar, 1555.","If it’s Oct, 1549 now, in 5 years and 5 months, the time will be Mar, 1555.",1,l
"At Dec, 1904 as the starting point, the subsequent time after 5 years and 1 month would be Jan, 1910.","At Dec, 1904 as the starting point, the subsequent time after 5 years and 1 month would be Jan, 1910.",1,l
"The time that comes 1 year and 5 months prior to May, 1760 is Dec, 1758.","The time that comes 1 year and 5 months prior to May, 1760 is Dec, 1758.",1,l
"The time will be Jan, 1035 then.","The time will be Jan, 1035 then.",1,l
"The time 2 years and 6 months before Nov, 1381 is May, 1379.","The time 2 years and 6 months before Nov, 1381 is May, 1379.",1,l
"The time 6 years and 7 months before Feb, 1841 is Jul, 1834.","The time 6 years and 7 months before Feb, 1841 is Jul, 1834.",1,l
"At Mar, 1396 as the starting point, the subsequent time after 9 years and 8 months would be Nov, 1405.","At Mar, 1396 as the starting point, the subsequent time after 9 years and 8 months would be Nov, 1405.",1,l
"The time is Nov, 1794","The time is Nov, 1794",1,l
"At Dec, 1424 as the starting point, the subsequent time after 5 years and 2 months would be Feb, 1430.","At Dec, 1424 as the starting point, the subsequent time after 5 years and 2 months would be Feb, 1430.",1,l
"The time 2 years and 10 months before Jul, 1789 is Sep, 1786.","The time 2 years and 10 months before Jul, 1789 is Sep, 1786.",1,l
"If it’s May, 1398 now, in 9 years and 4 months, the time will be Sep, 1407.","If it’s May, 1398 now, in 9 years and 4 months, the time will be Sep, 1407.",1,l
"The time is Nov, 1065","The time is Nov, 1065",1,l
"Given that it’s Mar, 1054 right now, the time 3 years and 10 months later will be Jan, 1058.","Given that it’s Mar, 1054 right now, the time 3 years and 10 months later will be Jan, 1058.",1,l
"At Aug, 1468 as the starting point, the subsequent time after 3 years and 1 month would be Sep, 1471.","At Aug, 1468 as the starting point, the subsequent time after 3 years and 1 month would be Sep, 1471.",1,l
"If it’s Nov, 1592 now, in 5 years and 9 months, the time will be Aug, 1598.","If it’s Nov, 1592 now, in 5 years and 9 months, the time will be Aug, 1598.",1,l
"At Jun, 1965 as the starting point, the subsequent time after 2 years and 9 months would be Mar, 1968.","At Jun, 1965 as the starting point, the subsequent time after 2 years and 9 months would be Mar, 1968.",1,l
"The time 4 years and 9 months before Jun, 1545 was Sep, 1540.","The time 4 years and 9 months before Jun, 1545 was Sep, 1540.",1,l
"The time that comes 2 years and 5 months prior to Nov, 1117 is Jun, 1115.","The time that comes 2 years and 5 months prior to Nov, 1117 is Jun, 1115.",1,l
"The time 1 year and 2 months earlier than Aug, 1530 is Jun, 1529.","The time 1 year and 2 months earlier than Aug, 1530 is Jun, 1529.",1,l
"If it’s Apr, 1931 now, in 4 years and 10 months, the time will be Feb, 1936.","If it’s Apr, 1931 now, in 4 years and 10 months, the time will be Feb, 1936.",1,l
"The time is Jan, 1272","The time is Jan, 1272",1,l
"At Oct, 1015 as the starting point, the subsequent time after 8 years and 7 months would be May, 1024.","At Oct, 1015 as the starting point, the subsequent time after 8 years and 7 months would be May, 1024.",1,l
"The time 6 years and 3 months before Jan, 1226 was Oct, 1219.","The time 6 years and 3 months before Jan, 1226 was Oct, 1219.",1,l
"The time will be Feb, 1470 then.","The time will be Feb, 1470 then.",1,l
"The time 2 years and 8 months before Jul, 1666 is Nov, 1663.","The time 2 years and 8 months before Jul, 1666 is Nov, 1663.",1,l
"The time 8 years and 8 months earlier than Jun, 2014 is Oct, 2005.","The time 8 years and 8 months earlier than Jun, 2014 is Oct, 2005.",1,l
"Given that it’s Sep, 1603 right now, the time 8 years and 8 months later will be May, 1612.","Given that it’s Sep, 1603 right now, the time 8 years and 8 months later will be May, 1612.",1,l
"After 3 years and 4 months from Sep, 1088, the time will be Jan, 1092.","After 3 years and 4 months from Sep, 1088, the time will be Jan, 1092.",1,l
"After 4 years and 12 months from Mar, 1529, the time will be Mar, 1534.","After 4 years and 12 months from Mar, 1529, the time will be Mar, 1534.",1,l
"The time 8 years and 10 months before Jul, 1833 was Sep, 1824.","The time 8 years and 10 months before Jul, 1833 was Sep, 1824.",1,l
"The time 8 years and 6 months before Nov, 1597 is May, 1589.","The time 8 years and 6 months before Nov, 1597 is May, 1589.",1,l
"The time 7 years and 8 months before Aug, 1802 was Dec, 1794.","The time 7 years and 8 months before Aug, 1802 was Dec, 1794.",1,l
"If it’s Feb, 1001 now, in 5 years and 7 months, the time will be Sep, 1006.","If it’s Feb, 1001 now, in 5 years and 7 months, the time will be Sep, 1006.",1,l
"The time 9 years and 9 months before Jun, 1661 was Sep, 1651.","The time 9 years and 9 months before Jun, 1661 was Sep, 1651.",1,l
"The time 8 years and 5 months before Feb, 1562 was Sep, 1553.","The time 8 years and 5 months before Feb, 1562 was Sep, 1553.",1,l
"The time 8 years and 11 month before Aug, 1251 was Sep, 1242.","The time 8 years and 11 month before Aug, 1251 was Sep, 1242.",1,l
"After 3 years and 6 months from Apr, 1011, the time will be Oct, 1014.","After 3 years and 6 months from Apr, 1011, the time will be Oct, 1014.",1,l
"The time is Sep, 1403","The time is Sep, 1403",1,l
"After 2 years and 5 months from Aug, 1772, the time will be Jan, 1775.","After 2 years and 5 months from Aug, 1772, the time will be Jan, 1775.",1,l
"If it’s Apr, 1046 now, in 8 years and 9 months, the time will be Jan, 1055.","If it’s Apr, 1046 now, in 8 years and 9 months, the time will be Jan, 1055.",1,l
"The time will be Apr, 1118 then.","The time will be Apr, 1118 then.",1,l
"The time will be Jan, 1056 then.","The time will be Jan, 1056 then.",1,l
"The time 9 years and 6 months before Jan, 1230 was Jul, 1220.","The time 9 years and 6 months before Jan, 1230 was Jul, 1220.",1,l
"The time is Dec, 1750","The time is Dec, 1750",1,l
"The time will be Nov, 1346 then.","The time will be Nov, 1346 then.",1,l
"The time that comes 5 years and 6 months prior to Feb, 1948 is Aug, 1942.","The time that comes 5 years and 6 months prior to Feb, 1948 is Aug, 1942.",1,l
"If it’s Jan, 1081 now, in 6 years and 11 month, the time will be Dec, 1087.","If it’s Jan, 1081 now, in 6 years and 11 month, the time will be Dec, 1087.",1,l
"At Nov, 1315 as the starting point, the subsequent time after 7 years and 6 months would be May, 1323.","At Nov, 1315 as the starting point, the subsequent time after 7 years and 6 months would be May, 1323.",1,l
"The time 7 years and 3 months earlier than Sep, 1032 is Jun, 1025.","The time 7 years and 3 months earlier than Sep, 1032 is Jun, 1025.",1,l
"The time that comes 4 yearss prior to Jan, 1441 is Jan, 1437.","The time that comes 4 yearss prior to Jan, 1441 is Jan, 1437.",1,l
"The time 4 years and 12 months before Mar, 1230 is Mar, 1225.","The time 4 years and 12 months before Mar, 1230 is Mar, 1225.",1,l
"At Mar, 2013 as the starting point, the subsequent time after 1 year and 5 months would be Aug, 2014.","At Mar, 2013 as the starting point, the subsequent time after 1 year and 5 months would be Aug, 2014.",1,l
"The time that comes 4 years and 3 months prior to Aug, 1801 is May, 1797.","The time that comes 4 years and 3 months prior to Aug, 1801 is May, 1797.",1,l
"At Dec, 1009 as the starting point, the subsequent time after 5 years and 1 month would be Jan, 1015.","At Dec, 1009 as the starting point, the subsequent time after 5 years and 1 month would be Jan, 1015.",1,l
"The time is Sep, 1678","The time is Sep, 1678",1,l
"If it’s Sep, 1848 now, in 4 years and 11 month, the time will be Aug, 1853.","If it’s Sep, 1848 now, in 4 years and 11 month, the time will be Aug, 1853.",1,l
"The time 6 years and 8 months earlier than Feb, 1798 is Jun, 1791.","The time 6 years and 8 months earlier than Feb, 1798 is Jun, 1791.",1,l
"At Dec, 1238 as the starting point, the subsequent time after 10 years and 10 months would be Oct, 1249.","At Dec, 1238 as the starting point, the subsequent time after 10 years and 10 months would be Oct, 1249.",1,l
"Given that it’s Sep, 1635 right now, the time 2 years and 8 months later will be May, 1638.","Given that it’s Sep, 1635 right now, the time 2 years and 8 months later will be May, 1638.",1,l
"After 9 months from Aug, 1669, the time will be May, 1670.","After 9 months from Aug, 1669, the time will be May, 1670.",1,l
"The time that comes 6 years and 12 months prior to Dec, 1436 is Dec, 1429.","The time that comes 6 years and 12 months prior to Dec, 1436 is Dec, 1429.",1,l
"Given that it’s Aug, 1605 right now, the time 4 years and 10 months later will be Jun, 1610.","Given that it’s Aug, 1605 right now, the time 4 years and 10 months later will be Jun, 1610.",1,l
"The time is Jun, 1364","The time is Jun, 1364",1,l
"Given that it’s May, 1149 right now, the time 9 years and 7 months later will be Dec, 1158.","Given that it’s May, 1149 right now, the time 9 years and 7 months later will be Dec, 1158.",1,l
"The time will be Sep, 1198 then.","The time will be Sep, 1198 then.",1,l
"Given that it’s Apr, 1378 right now, the time 2 years and 4 months later will be Aug, 1380.","Given that it’s Apr, 1378 right now, the time 2 years and 4 months later will be Aug, 1380.",1,l
"The time 9 years and 2 months earlier than Jun, 1287 is Apr, 1278.","The time 9 years and 2 months earlier than Jun, 1287 is Apr, 1278.",1,l
"At Jul, 1562 as the starting point, the subsequent time after 1 year and 5 months would be Dec, 1563.","At Jul, 1562 as the starting point, the subsequent time after 1 year and 5 months would be Dec, 1563.",1,l
"The time 3 years and 3 months before May, 1720 is Feb, 1717.","The time 3 years and 3 months before May, 1720 is Feb, 1717.",1,l
"The time 10 years and 3 months before Jun, 1792 is Mar, 1782.","The time 10 years and 3 months before Jun, 1792 is Mar, 1782.",1,l
"Given that it’s Jul, 1440 right now, the time 9 years and 12 months later will be Jul, 1450.","Given that it’s Jul, 1440 right now, the time 9 years and 12 months later will be Jul, 1450.",1,l
"The time 9 monthss before Jan, 1400 was Apr, 1399.","The time 9 monthss before Jan, 1400 was Apr, 1399.",1,l
"The time that comes 4 years and 8 months prior to May, 1350 is Sep, 1345.","The time that comes 4 years and 8 months prior to May, 1350 is Sep, 1345.",1,l
"The time that comes 8 years and 9 months prior to Oct, 1300 is Jan, 1292.","The time that comes 8 years and 9 months prior to Oct, 1300 is Jan, 1292.",1,l
"The time 3 years and 3 months earlier than Mar, 1634 is Dec, 1630.","The time 3 years and 3 months earlier than Mar, 1634 is Dec, 1630.",1,l
"The time that comes 4 years and 8 months prior to Aug, 1846 is Dec, 1841.","The time that comes 4 years and 8 months prior to Aug, 1846 is Dec, 1841.",1,l
"The time is Sep, 1534","The time is Sep, 1534",1,l
"The time 6 years and 11 month before Jun, 1159 is Jul, 1152.","The time 6 years and 11 month before Jun, 1159 is Jul, 1152.",1,l
"The time 2 years and 3 months earlier than Apr, 1090 is Jan, 1088.","The time 2 years and 3 months earlier than Apr, 1090 is Jan, 1088.",1,l
"If it’s Mar, 1440 now, in 4 years and 5 months, the time will be Aug, 1444.","If it’s Mar, 1440 now, in 4 years and 5 months, the time will be Aug, 1444.",1,l
"At Jul, 1722 as the starting point, the subsequent time after 10 years and 12 months would be Jul, 1733.","At Jul, 1722 as the starting point, the subsequent time after 10 years and 12 months would be Jul, 1733.",1,l
"The time 9 years and 6 months earlier than Jan, 1886 is Jul, 1876.","The time 9 years and 6 months earlier than Jan, 1886 is Jul, 1876.",1,l
"The time 3 yearss before Jun, 1107 was Jun, 1104.","The time 3 yearss before Jun, 1107 was Jun, 1104.",1,l
"After 6 years and 9 months from Jul, 1657, the time will be Apr, 1664.","After 6 years and 9 months from Jul, 1657, the time will be Apr, 1664.",1,l
"The time 9 years and 4 months earlier than Jan, 1040 is Sep, 1030.","The time 9 years and 4 months earlier than Jan, 1040 is Sep, 1030.",1,l
"The time that comes 2 monthss prior to Sep, 1260 is Jul, 1260.","The time that comes 2 monthss prior to Sep, 1260 is Jul, 1260.",1,l
"The time 5 years and 10 months before Jul, 1707 is Sep, 1701.","The time 5 years and 10 months before Jul, 1707 is Sep, 1701.",1,l
"The time is Nov, 1212","The time is Nov, 1212",1,l
"Given that it’s Jul, 1568 right now, the time 7 years and 1 month later will be Aug, 1575.","Given that it’s Jul, 1568 right now, the time 7 years and 1 month later will be Aug, 1575.",1,l
"The time 3 monthss earlier than Dec, 1095 is Sep, 1095.","The time 3 monthss earlier than Dec, 1095 is Sep, 1095.",1,l
